CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C100006126	single_GRM	3652	0.077527	0.094344	0.20741	0.665	-1854.528	-1854.86	0.078645	0.935782	1.014428	0.095805	0.097222	0.023767
C100006129	single_GRM	6166	0.234228	0.061272	2.2789e-05	16.624	-3035.986	-3044.298	0.231195	0.755858	0.987053	0.060973	0.060871	0.017842
C100006171	single_GRM	5050	0.015746	0.068659	0.40661	0.056	-2556.797	-2556.825	0.015923	0.995329	1.011251	0.069439	0.071812	0.020131
C100006173	single_GRM	2946	0.1983	0.108541	0.024764	3.857	-1456.767	-1458.696	0.196051	0.792606	0.988656	0.107759	0.107978	0.025817
C100006184	single_GRM	1148	0.115304	0.204435	0.27121	0.371	-585.947	-586.133	0.11711	0.898553	1.015664	0.207741	0.210651	0.042413
C100006190	single_GRM	6115	0.188381	0.062136	0.00070775	10.185	-3078.568	-3083.661	0.189882	0.818084	1.007965	0.062965	0.063351	0.018275
C100006191	single_GRM	6481	0.116264	0.057886	0.016905	4.504	-3199.002	-3201.254	0.114753	0.872254	0.987008	0.057257	0.058503	0.017357
C100006203	single_GRM	2759	0.183642	0.115993	0.044238	2.902	-1408.412	-1409.863	0.187319	0.832704	1.020023	0.118687	0.119267	0.027506
C100006256	single_GRM	554	1e-06	0.370164	0.5	0	-279.028	-278.971	1e-06	0.977572	0.977573	0.361862	0.357461	0.058917
C100006260	single_GRM	7044	0.131627	0.054178	0.0046948	6.747	-3474.606	-3477.979	0.1299	0.85698	0.98688	0.053629	0.054635	0.016654
C100006262	single_GRM	6719	0.23958	0.055542	1.4963e-07	26.254	-3369.315	-3382.442	0.240852	0.764459	1.005311	0.056332	0.056319	0.017404
C100006264	single_GRM	2386	1e-06	0.127965	0.5	0	-1178.674	-1178.674	1e-06	0.985274	0.985275	0.126081	0.129406	0.028532
C100006282	single_GRM	3117	0.145201	0.106294	0.080566	1.964	-1550.038	-1551.019	0.144214	0.848986	0.9932	0.105789	0.106845	0.025185
C100006290	single_GRM	7043	0.303336	0.056744	9.8344e-09	31.527	-3474.958	-3490.722	0.300701	0.690613	0.991313	0.05703	0.056199	0.016806
C100006292	single_GRM	7048	0.235408	0.056155	6.353e-06	19.054	-3502.428	-3511.955	0.234555	0.761821	0.996376	0.056436	0.056309	0.01685
C100006293	single_GRM	6767	0.264067	0.057557	7.6141e-07	23.119	-3362.347	-3373.906	0.263281	0.733741	0.997022	0.057997	0.057573	0.017221
C100006294	single_GRM	6965	0.134666	0.054	0.0033939	7.328	-3466.646	-3470.31	0.134097	0.861675	0.995771	0.053944	0.054952	0.0169
C100006295	single_GRM	7040	0.284281	0.05683	1.307e-07	26.516	-3471.29	-3484.548	0.281465	0.708629	0.990094	0.056956	0.056313	0.016778
C100006296	single_GRM	7046	0.244296	0.055604	1.409e-06	21.937	-3493.313	-3504.281	0.242905	0.751402	0.994307	0.055803	0.055618	0.01682
C100006298	single_GRM	5689	0.287228	0.065962	8.2279e-07	22.97	-2786.248	-2797.733	0.282268	0.700463	0.982731	0.065539	0.064922	0.01851
C100006314	single_GRM	7049	0.25704	0.055048	2.4544e-07	25.299	-3458.383	-3471.033	0.253041	0.731401	0.984441	0.054751	0.054467	0.016654
C100006360	single_GRM	1521	1e-06	0.188452	0.5	0	-759.505	-759.504	1e-06	0.993027	0.993028	0.187138	0.188669	0.036045
C100006361	single_GRM	6940	0.258195	0.057511	2.5489e-06	20.8	-3462.318	-3472.718	0.258409	0.742422	1.000832	0.058141	0.057755	0.017068
C100006363	single_GRM	892	0.46602	0.282435	0.057319	2.489	-443.472	-444.717	0.461006	0.528235	0.989241	0.281597	0.278972	0.046958
C100006367	single_GRM	7044	0.034214	0.050073	0.22595	0.566	-3538.393	-3538.676	0.034342	0.969399	1.003741	0.050277	0.052506	0.016919
C100006370	single_GRM	7053	0.25161	0.056393	1.6565e-06	21.626	-3523.057	-3533.87	0.2521	0.749847	1.001948	0.057055	0.056753	0.016946
C100006374	single_GRM	4109	0.042054	0.087078	0.32009	0.219	-2089.459	-2089.568	0.04271	0.972902	1.015612	0.088471	0.09039	0.022419
C100006375	single_GRM	6436	0.103874	0.058889	0.03658	3.211	-3277.654	-3279.259	0.105795	0.912697	1.018492	0.060096	0.061358	0.017976
C100006376	single_GRM	5678	0.224547	0.064509	3.489e-05	15.817	-2823.693	-2831.601	0.223825	0.772957	0.996782	0.064795	0.064715	0.018777
C100006378	single_GRM	6270	0.579145	0.061622	0	94.82	-3107.141	-3154.551	0.582908	0.42359	1.006498	0.064768	0.06111	0.018275
C100006379	single_GRM	7055	0.239832	0.055933	4.5388e-06	19.696	-3453.403	-3463.251	0.235459	0.746306	0.981765	0.055406	0.055248	0.016596
C100006385	single_GRM	529	0.301176	0.393281	0.23239	0.534	-263.559	-263.826	0.29861	0.692871	0.991481	0.392804	0.386621	0.061558
C100006430	single_GRM	7050	0.13754	0.055547	0.0064326	6.188	-3502.805	-3505.898	0.136725	0.857349	0.994074	0.055397	0.05628	0.016772
C100006435	single_GRM	6963	0.226606	0.056812	2.2573e-05	16.642	-3458.443	-3466.764	0.225646	0.770117	0.995762	0.057032	0.056953	0.016941
C100006614	single_GRM	7008	0.157786	0.053788	0.00042644	11.122	-3452.905	-3458.466	0.155611	0.830601	0.986211	0.05327	0.054051	0.016692
C100006620	single_GRM	6068	0.308986	0.064619	7.0362e-07	23.271	-3065.577	-3077.213	0.313427	0.700945	1.014372	0.06639	0.065459	0.018519
C100006627	single_GRM	5991	0.069572	0.062967	0.13493	1.217	-2978.507	-2979.116	0.069125	0.924441	0.993566	0.06262	0.064226	0.018166
C100006638	single_GRM	1223	1e-06	0.197781	0.5	0	-627.719	-627.718	1e-06	1.02067	1.020671	0.20187	0.203442	0.041355
C100006641	single_GRM	6884	0.249336	0.057173	1.1933e-06	22.256	-3473.239	-3484.366	0.252285	0.759543	1.011829	0.058393	0.058149	0.017317
C100006642	single_GRM	6613	0.369807	0.059363	4.112e-11	42.204	-3247.633	-3268.735	0.365536	0.622915	0.988451	0.059799	0.058358	0.017321
C100006644	single_GRM	4570	0.15192	0.07789	0.020163	4.204	-2280.423	-2282.525	0.151519	0.845843	0.997361	0.077889	0.078913	0.020887
C100006651	single_GRM	5545	0.064631	0.066548	0.16378	0.959	-2773.993	-2774.472	0.0646	0.934927	0.999527	0.066563	0.068347	0.018992
C100006679	single_GRM	3686	0.022114	0.094636	0.41142	0.05	-1828.713	-1828.738	0.021903	0.968556	0.990459	0.093748	0.095843	0.023082
C100006726	single_GRM	5718	0.107367	0.065842	0.050691	2.684	-2895.464	-2896.806	0.108693	0.903659	1.012352	0.066776	0.068045	0.018953
C100008903	single_GRM	7002	0.229844	0.054574	1.043e-06	22.514	-3478.619	-3489.876	0.228906	0.767011	0.995917	0.054807	0.054836	0.01689
C100008904	single_GRM	7043	0.174021	0.055368	0.00058156	10.548	-3491.427	-3496.701	0.172724	0.819818	0.992542	0.05523	0.055754	0.016766
C100008914	single_GRM	7053	0.35547	0.056989	5.5518e-11	41.617	-3525.665	-3546.474	0.35763	0.648447	1.006076	0.058403	0.05702	0.017076
C100008915	single_GRM	7051	0.128679	0.052226	0.0022413	8.077	-3524.208	-3528.246	0.128659	0.871184	0.999843	0.052373	0.05352	0.016862
C100008916	single_GRM	7049	0.233602	0.054729	8.9014e-07	22.819	-3505.491	-3516.901	0.232912	0.764134	0.997046	0.055039	0.055004	0.016856
C100008917	single_GRM	6952	0.264385	0.057562	1.9355e-06	21.328	-3472.823	-3483.486	0.264988	0.737293	1.002281	0.058301	0.057852	0.01708
C100008918	single_GRM	6662	0.260517	0.058988	2.9975e-06	20.49	-3294.416	-3304.661	0.258424	0.73354	0.991964	0.0591	0.058723	0.017263
C100008919	single_GRM	6987	0.192256	0.055152	0.00010924	13.665	-3491.047	-3497.879	0.192394	0.808326	1.00072	0.055523	0.055899	0.016977
C100008920	single_GRM	7048	0.244334	0.05574	2.6647e-06	20.715	-3463.358	-3473.716	0.24082	0.744799	0.985619	0.05545	0.055258	0.016671
C100008921	single_GRM	7042	0.323815	0.05576	3.9797e-10	37.77	-3467.886	-3486.771	0.320623	0.669518	0.99014	0.056084	0.055098	0.016795
C100008928	single_GRM	7047	0.162321	0.056197	0.0018872	8.389	-3528.83	-3533.024	0.162699	0.839631	1.002331	0.056574	0.057181	0.016923
C100008929	single_GRM	3585	0.099398	0.097522	0.15347	1.044	-1795.172	-1795.694	0.099415	0.900757	1.000171	0.097663	0.09898	0.023647
C100008930	single_GRM	7055	1e-06	0.054573	0.5	0	-3591.097	-3591.097	1e-06	1.017051	1.017052	0.055504	0.057868	0.017127
C100008931	single_GRM	584	1e-06	0.376683	0.5	0	-281.775	-281.761	1e-06	0.947206	0.947207	0.356796	0.354833	0.055561
C100008952	single_GRM	6845	0.186986	0.057667	0.00051499	10.773	-3440.657	-3446.043	0.188201	0.818293	1.006494	0.058359	0.058741	0.017249
C100008953	single_GRM	3454	0.035319	0.094799	0.3515	0.145	-1697.103	-1697.176	0.034645	0.946273	0.980918	0.093009	0.095346	0.023611
C100008954	single_GRM	7043	0.26836	0.057022	1.0253e-06	22.547	-3438.275	-3449.549	0.262988	0.716993	0.979981	0.056494	0.056002	0.016596
C100008955	single_GRM	6495	0.22161	0.059433	4.6798e-05	15.262	-3170.391	-3178.022	0.216828	0.761591	0.978418	0.058582	0.058611	0.017227
C100008956	single_GRM	7040	0.194596	0.055781	0.00015505	13.008	-3417.442	-3423.947	0.18929	0.783443	0.972733	0.054591	0.054886	0.016442
C100008957	single_GRM	7044	0.246851	0.05673	3.2905e-06	20.311	-3512.33	-3522.486	0.246867	0.753195	1.000062	0.057268	0.056996	0.016924
C100008976	single_GRM	7024	0.446762	0.057106	7.2164e-16	63.78	-3475.461	-3507.351	0.44661	0.553049	0.999659	0.058727	0.056433	0.017067
C100008977	single_GRM	7040	0.400931	0.057189	3.4411e-13	51.578	-3493.875	-3519.664	0.401194	0.599462	1.000657	0.058563	0.056722	0.017031
C100008980	single_GRM	7050	0.312635	0.055976	2.24e-09	34.403	-3523.943	-3541.145	0.31404	0.690454	1.004494	0.057058	0.056161	0.017023
C100008981	single_GRM	1354	0.084325	0.203382	0.33863	0.173	-686.055	-686.142	0.085125	0.924362	1.009487	0.205497	0.206659	0.038858
C100008984	single_GRM	7055	0.20686	0.056802	0.00013143	13.318	-3530.458	-3537.117	0.207401	0.795216	1.002618	0.057336	0.057463	0.016936
C100008985	single_GRM	1724	1e-06	0.175311	0.5	0	-867.162	-867.162	1e-06	1.00163	1.001631	0.175597	0.17724	0.034156
C100008989	single_GRM	7049	0.172567	0.054085	0.00020819	12.457	-3518.473	-3524.702	0.172447	0.82686	0.999307	0.054316	0.054925	0.01687
C100008990	single_GRM	7032	0.418552	0.057015	1.3878e-14	57.886	-3478.318	-3507.261	0.417747	0.580329	0.998076	0.058349	0.05635	0.017008
C100008991	single_GRM	7042	0.517449	0.056871	0	85.055	-3480.14	-3522.667	0.518431	0.483466	1.001898	0.059154	0.056151	0.017141
C100008992	single_GRM	7019	0.419434	0.056519	2.5535e-15	61.227	-3487.44	-3518.054	0.4205	0.582041	1.002541	0.058113	0.056123	0.017097
C100008993	single_GRM	6766	0.331521	0.058472	1.1065e-09	35.776	-3333.892	-3351.78	0.328475	0.662335	0.99081	0.058864	0.057744	0.017151
C100008994	single_GRM	7046	0.347055	0.055849	8.8334e-12	45.214	-3501.112	-3523.719	0.34697	0.652787	0.999757	0.05684	0.055611	0.016966
C100008996	single_GRM	4565	0.152216	0.078602	0.023244	3.964	-2250.522	-2252.504	0.150097	0.835979	0.986076	0.077761	0.078429	0.02068
C100008998	single_GRM	7038	0.083681	0.053985	0.052757	2.62	-3529.592	-3530.902	0.083896	0.918675	1.002571	0.054197	0.055717	0.016915
C100008999	single_GRM	7055	0.253812	0.056724	1.7019e-06	21.574	-3504.549	-3515.336	0.25292	0.743566	0.996486	0.057085	0.056745	0.016853
C100009000	single_GRM	7044	0.110209	0.05329	0.012138	5.075	-3471.194	-3473.732	0.108622	0.876977	0.985599	0.05264	0.0539	0.016627
C100009002	single_GRM	7043	0.180364	0.05614	0.00046647	10.956	-3499.432	-3504.91	0.17945	0.815483	0.994934	0.056152	0.056576	0.016809
C100009004	single_GRM	7030	0.158415	0.054752	0.00085444	9.839	-3448.56	-3453.479	0.155565	0.826444	0.982008	0.053995	0.0547	0.016597
C100009005	single_GRM	7018	0.196681	0.054915	5.4653e-05	14.969	-3477.62	-3485.104	0.19523	0.79739	0.99262	0.054853	0.055182	0.016804
C100009007	single_GRM	7044	0.258038	0.057087	2.5649e-06	20.788	-3504.253	-3514.647	0.257541	0.740531	0.998072	0.057557	0.057158	0.016896
C100009008	single_GRM	7046	0.185632	0.055118	0.00015502	13.009	-3463.872	-3470.376	0.182777	0.801845	0.984622	0.054576	0.054996	0.016632
C100009009	single_GRM	7042	0.341752	0.057208	8.324e-10	36.331	-3501.114	-3519.279	0.341803	0.658346	1.000149	0.058203	0.056957	0.016981
C100009014	single_GRM	7046	0.386235	0.056627	5.9985e-13	50.487	-3490.56	-3515.804	0.385563	0.612696	0.998259	0.057764	0.056105	0.01697
C100009015	single_GRM	7039	0.211427	0.055657	2.4741e-05	16.468	-3475.503	-3483.737	0.209196	0.780253	0.989449	0.055463	0.0556	0.016732
C100009020	single_GRM	7040	0.28698	0.057709	3.817e-07	24.448	-3487.703	-3499.927	0.285489	0.709316	0.994805	0.058118	0.057402	0.016862
C100009021	single_GRM	7048	0.192472	0.054181	3.7037e-05	15.704	-3531.657	-3539.509	0.19317	0.810455	1.003624	0.054708	0.055114	0.016951
C100009025	single_GRM	7036	0.203084	0.055522	7.2613e-05	14.433	-3433.963	-3441.18	0.198625	0.779417	0.978042	0.054663	0.05489	0.016539
C100009026	single_GRM	6132	0.309167	0.062882	9.8025e-08	27.072	-2987.659	-3001.195	0.30255	0.676047	0.978597	0.062343	0.061494	0.01777
C100009027	single_GRM	7036	0.271957	0.055759	7.1876e-08	27.672	-3479.851	-3493.687	0.26997	0.722723	0.992693	0.055982	0.055513	0.016818
C100009028	single_GRM	5826	0.175546	0.064681	0.002735	7.717	-2899.993	-2903.851	0.174896	0.821402	0.996298	0.064739	0.065223	0.018502
C100009030	single_GRM	7055	0.336415	0.056599	2.1859e-10	38.939	-3519.535	-3539.004	0.337542	0.665807	1.003349	0.057745	0.056578	0.017014
C100009035	single_GRM	7045	0.141496	0.055283	0.0045624	6.798	-3519.344	-3522.743	0.14143	0.858101	0.999531	0.055446	0.056307	0.016871
C100009036	single_GRM	7040	0.146681	0.05502	0.0025674	7.831	-3491.076	-3494.992	0.145558	0.846781	0.992338	0.054799	0.055613	0.016757
C100009037	single_GRM	7046	0.244075	0.055216	9.5044e-07	22.693	-3532.222	-3543.569	0.245384	0.759979	1.005363	0.056032	0.055862	0.017006
C100009038	single_GRM	7019	0.155622	0.056038	0.0024536	7.913	-3462.224	-3466.18	0.153648	0.833672	0.98732	0.055553	0.056223	0.016701
C100009042	single_GRM	4615	0.084531	0.076985	0.1274	1.297	-2339.4	-2340.048	0.085603	0.92708	1.012683	0.078032	0.079784	0.021092
C100009043	single_GRM	2405	0.133552	0.134855	0.16375	0.959	-1196.22	-1196.699	0.132658	0.860643	0.993301	0.134242	0.134729	0.028705
C100009045	single_GRM	4862	0.132652	0.074774	0.034668	3.299	-2392.191	-2393.84	0.130492	0.853223	0.983715	0.073733	0.074745	0.019977
C100009051	single_GRM	7047	0.34773	0.058125	9.4534e-10	36.083	-3560.856	-3578.898	0.35355	0.663189	1.01674	0.060141	0.058769	0.017264
C100009052	single_GRM	5346	0.237617	0.069771	0.00019924	12.539	-2664.953	-2671.223	0.237328	0.761455	0.998783	0.070213	0.070043	0.019385
C100009053	single_GRM	2912	0.045366	0.110019	0.33783	0.175	-1473.462	-1473.549	0.045812	0.964012	1.009824	0.111132	0.113404	0.026475
C100009054	single_GRM	3421	0.013594	0.097404	0.44371	0.02	-1733.364	-1733.374	0.013749	0.997658	1.011406	0.098522	0.100984	0.024463
C100009055	single_GRM	5712	0.258258	0.068198	6.8485e-05	14.543	-2878.262	-2885.534	0.260921	0.74939	1.010312	0.06952	0.069056	0.018986
C100009066	single_GRM	6939	0.18827	0.055704	0.00016696	12.87	-3470.44	-3476.875	0.188578	0.813055	1.001632	0.056117	0.056511	0.01705
C100009069	single_GRM	7030	0.269418	0.055779	1.3787e-07	26.413	-3477.453	-3490.659	0.267471	0.725304	0.992774	0.055996	0.055554	0.016825
C100009075	single_GRM	1559	0.139101	0.188302	0.22918	0.55	-804.971	-805.246	0.14332	0.887013	1.030333	0.194398	0.194674	0.036985
C100009076	single_GRM	2259	0.031193	0.139214	0.41181	0.05	-1129.6	-1129.625	0.031109	0.96622	0.997329	0.138878	0.140789	0.029701
C100009078	single_GRM	6485	0.427634	0.060605	2.6967e-13	52.056	-3224.9	-3250.928	0.429098	0.574326	1.003423	0.062359	0.060205	0.017806
C100009079	single_GRM	1859	0.409056	0.165728	0.0064205	6.191	-905.149	-908.244	0.399525	0.577175	0.9767	0.16394	0.160749	0.032267
C100009082	single_GRM	551	1e-06	0.391466	0.5	0	-289.274	-289.274	1e-06	1.041078	1.041079	0.407547	0.410932	0.062791
C100009122	single_GRM	6918	0.21948	0.056597	3.0739e-05	16.057	-3418.918	-3426.947	0.217386	0.773075	0.990461	0.056479	0.056539	0.016898
C100009123	single_GRM	7007	0.12893	0.052239	0.0022746	8.05	-3489.863	-3493.888	0.128453	0.867846	0.996299	0.0522	0.053361	0.016855
C100009125	single_GRM	6252	0.125152	0.058855	0.0098739	5.434	-3138.318	-3141.035	0.125646	0.878308	1.003955	0.059245	0.060368	0.017981
C100009130	single_GRM	7045	0.239884	0.056715	5.9771e-06	19.171	-3552.278	-3561.864	0.242552	0.768571	1.011122	0.057857	0.057657	0.017106
C100009131	single_GRM	3582	0.286388	0.097819	0.00094522	9.653	-1804.942	-1809.768	0.289365	0.721031	1.010396	0.099757	0.098608	0.023998
C100009135	single_GRM	7018	0.318185	0.057409	1.1848e-08	31.165	-3495.44	-3511.023	0.318518	0.68253	1.001049	0.05833	0.057326	0.01701
C100009138	single_GRM	7044	0.227589	0.056523	2.3306e-05	16.581	-3532.184	-3540.474	0.228771	0.776424	1.005194	0.057277	0.05721	0.017001
C100009139	single_GRM	7041	0.285585	0.056067	5.6458e-08	28.139	-3508.359	-3522.429	0.285725	0.714766	1.000492	0.056793	0.056165	0.016952
C100009140	single_GRM	6922	0.149772	0.055889	0.0026766	7.756	-3469.319	-3473.197	0.150221	0.852776	1.002997	0.05627	0.057046	0.017082
C100009141	single_GRM	7052	0.295324	0.057216	7.6547e-08	27.55	-3538.511	-3552.286	0.297627	0.710173	1.0078	0.058416	0.05763	0.017071
C100009142	single_GRM	6886	0.305752	0.056533	7.8073e-10	36.456	-3426.38	-3444.608	0.305649	0.694014	0.999663	0.057308	0.056501	0.017135
C100009143	single_GRM	7039	0.28007	0.056878	1.4469e-07	26.319	-3488.537	-3501.696	0.27866	0.716304	0.994964	0.057265	0.056659	0.01686
C100009145	single_GRM	4776	0.212068	0.078213	0.0028703	7.63	-2377.313	-2381.128	0.211349	0.78526	0.996608	0.078398	0.078384	0.020456
C100009146	single_GRM	7044	0.318188	0.055813	1.893e-10	39.22	-3544.055	-3563.665	0.321785	0.689521	1.011306	0.057308	0.056356	0.017148
C100009147	single_GRM	6830	0.159982	0.05687	0.0020544	8.235	-3425.48	-3429.598	0.160584	0.843181	1.003765	0.057323	0.058001	0.017212
C100009148	single_GRM	6871	0.183211	0.057833	0.00073082	10.126	-3467.698	-3472.762	0.185147	0.825421	1.010568	0.058753	0.059145	0.017286
C100009149	single_GRM	1298	1e-06	0.197495	0.5	0	-650.686	-650.679	1e-06	0.993284	0.993285	0.196169	0.196759	0.039055
C100009153	single_GRM	6660	0.37033	0.059654	4.6736e-11	41.953	-3310.663	-3331.64	0.370687	0.630277	1.000964	0.060885	0.05931	0.017492
C100009160	single_GRM	7011	0.255621	0.057138	3.7229e-06	20.075	-3494.487	-3504.524	0.25559	0.744291	0.999881	0.057702	0.057335	0.016965
C100009161	single_GRM	6858	0.131037	0.057622	0.012191	5.067	-3430.888	-3433.421	0.131131	0.869585	1.000716	0.057829	0.058762	0.017116
C100009162	single_GRM	7043	0.359879	0.057277	1.1947e-10	40.119	-3483.032	-3503.091	0.35828	0.637276	0.995556	0.058107	0.05668	0.016914
C100009166	single_GRM	7052	0.335587	0.057245	1.2232e-09	35.581	-3512.419	-3530.21	0.336166	0.665559	1.001725	0.058298	0.057109	0.016992
C100009167	single_GRM	6965	0.224281	0.055876	9.5458e-06	18.278	-3471.927	-3481.066	0.224087	0.77505	0.999138	0.05627	0.056295	0.01699
C100009181	single_GRM	5246	0.184982	0.069155	0.0023879	7.962	-2602.184	-2606.165	0.183619	0.809014	0.992633	0.068967	0.069459	0.019423
C100009219	single_GRM	5950	0.47316	0.065936	9.6589e-14	54.073	-2953.35	-2980.386	0.474588	0.528431	1.003019	0.068063	0.065332	0.018617
C100009220	single_GRM	5198	0.431382	0.07407	2.4444e-09	34.233	-2638.407	-2655.524	0.441466	0.58191	1.023376	0.077521	0.075047	0.020279
C100009225	single_GRM	7021	0.294209	0.056184	1.2992e-08	30.986	-3489.907	-3505.4	0.293709	0.70459	0.998299	0.056824	0.056117	0.016942
C100009227	single_GRM	5567	0.313574	0.069174	1.9968e-06	21.268	-2755.126	-2765.76	0.31156	0.682017	0.993577	0.069598	0.068607	0.018937
C100009232	single_GRM	7055	0.09091	0.055842	0.05449	2.569	-3530.164	-3531.449	0.090947	0.909461	1.000408	0.055952	0.057296	0.01686
C100009233	single_GRM	7054	0.131351	0.056741	0.011598	5.154	-3544.852	-3547.429	0.13205	0.873275	1.005325	0.057211	0.058108	0.016956
C100009239	single_GRM	2055	0.289726	0.152168	0.030741	3.497	-1023.023	-1024.771	0.288016	0.70608	0.994097	0.152076	0.151553	0.031076
C100009246	single_GRM	7022	1e-06	0.053954	0.5	0	-3483.365	-3483.364	1e-06	0.990484	0.990485	0.053441	0.055499	0.01672
C100009264	single_GRM	6903	0.998288	0.050359	0	374.846	-3282.295	-3469.718	0.997924	0.001711	0.999635	0.057851	0.050332	0.017727
C100009271	single_GRM	6955	0.192302	0.056691	0.00029275	11.822	-3485.474	-3491.385	0.193024	0.810731	1.003755	0.057242	0.057541	0.01707
C100009272	single_GRM	7055	0.47017	0.057525	5.5511e-17	68.664	-3490.706	-3525.038	0.470502	0.530204	1.000705	0.059381	0.056825	0.01707
C100009326	single_GRM	1951	0.0172	0.144187	0.45211	0.014	-953.389	-953.396	0.016759	0.957572	0.974331	0.140494	0.14338	0.031207
C100009329	single_GRM	6989	0.15042	0.056058	0.0033454	7.354	-3474.118	-3477.795	0.149627	0.845101	0.994728	0.055972	0.05673	0.016859
C100009331	single_GRM	7049	0.161863	0.056985	0.0025357	7.854	-3540.753	-3544.679	0.16274	0.842676	1.005415	0.057539	0.05812	0.016973
C100009332	single_GRM	7049	0.210265	0.056771	9.3337e-05	13.961	-3515.267	-3522.247	0.210104	0.789131	0.999235	0.057123	0.057219	0.016887
C100009333	single_GRM	6993	0.157646	0.056941	0.0026476	7.776	-3523.695	-3527.582	0.15899	0.84954	1.00853	0.057662	0.0583	0.017092
C100009334	single_GRM	5224	0.069779	0.071687	0.17082	0.904	-2638.483	-2638.936	0.070422	0.938805	1.009227	0.072411	0.074004	0.019762
C100009335	single_GRM	6782	0.157098	0.058583	0.0039234	7.068	-3400.402	-3403.936	0.157635	0.845788	1.003423	0.059018	0.059651	0.017268
